key	ko-KR	zh-CN	en-US	ja-JP	zh-TW
QUEST_2_4054	장비교정	Calibrate Equip	Calibrate Equip	装備校正	裝備校正
QUEST_2_4055	인형해체	Dismantle T-Doll	Dismantle T-Doll	人形解体	拆除人形
QUEST_2_4056	장비강화	Enhance Equip	Enhance Equip	装備強化	裝備強化
QUEST_2_4057	코어 소모	Spend Core	Spend Core	コア消費	消耗核心
QUEST_2_4058	초급훈련자료 소모	Spend Basic Data	Spend Basic Data	初級訓練資料消費	消耗初級訓練資料
QUEST_2_4059	중급훈련자료 소모	Spend Intermediate Data	Spend Intermediate Data	中級訓練資料消費	消耗中級訓練資料
QUEST_2_4060	고급훈련자료 소모	Spend Advanced Data	Spend Advanced Data	上級訓練資料消費	消耗高級訓練資料
QUEST_2_4061	증폭캡슐 소모	Spend Capsule	Spend Capsule	カプセル消費	消耗增幅膠囊
QUEST_2_4062	쾌속훈련권 소모	Spend Quick Training	Spend Quick Training	快速訓練契約消費	消耗快速訓練契約
QUEST_2_4063	숙소 방문 받기	Get Visited	Get Visited	宿舎に来客	好友參觀
QUEST_2_4064	숙소 손님 보내기	Kick Visitor	Kick Visitor	来客を"お見送り"	送客
QUEST_2_4065	숙소 공유	Share Dorm	Share Dorm	宿舎を"シェア"	分享宿舍
QUEST_2_4066	우정 점수 획득	Gather Friend Point	Gather Friend Point	友情ポイントを獲得	獲得友情點數
QUEST_2_4067	작전보고서 작성	Produce Combat Report	Produce Combat Report	作戦報告書作成	撰寫作戰報告書
QUEST_2_4068	작전보고서 소모	Spend Combat Report	Spend Combat Report	作戦報告書消費	消耗作戰報告書
QUEST_2_4069	칭찬 받기	Get Like	Get Like	”いいね”獲得	獲得點讚
QUEST_2_4070	랜덤 숙소 방문	Random Visit	Random Visit	ランダム訪問-宿舎	隨機參觀
QUEST_2_4071	IDW다냐! - IDW	IDW哒喵	IDW DA NYA	IDWだにゃ	IDW打喵
QUEST_2_4072	4성 인형 제조	Produce 4-Star T-Doll	Produce 4-Star T-Doll	Produce 4-Star T-Doll	獲得4星人形
QUEST_2_4073	4성 장비 제조	Produce 4-Star Equip	Produce 4-Star Equip	Produce 4-Star Equip	獲得4星裝備
QUEST_2_4074	일반 3-6 S랭크 승리	Clear Normal 3-6 with S-Rank	Clear Normal 3-6 with S-Rank	Clear Normal 3-6 with S-Rank	以S評價通關普通3-6
QUEST_2_4075	긴급 4-4 S랭크 승리	Clear Emergency 4-4 with S-Rank	Clear Emergency 4-4 with S-Rank	Clear Emergency 4-4 with S-Rank	以S評價通關緊急4-4
QUEST_2_4076	야간 3-4 S랭크 승리	Clear Night 3-4 with S-Rank	Clear Night 3-4 with S-Rank	Clear Night 3-4 with S-Rank	以S評價通關夜戰3-4
QUEST_2_4077	지원제대 호출 받기	Friend Uses My Echelon	Friend Uses My Echelon	Friend Uses My Echelon	讓好友蹭電
QUEST_2_4078	모의작전점수 소모	Spend Sim Energy	Spend Sim Energy	Spend Sim Energy	消耗模擬作戰點數
QUEST_2_4079	보석 소모	Spend Gem	Spend Gem	Spend Gem	消耗鑽石
QUEST_2_4080	구매토큰 구매	Purchase Token	Purchase Token	Purchase Token	購買採購幣
QUEST_2_4081	쾌속수복권 구매	Purchase Quick Repair	Purchase Quick Repair	Purchase Quick Repair	購買快速修復契約
QUEST_2_4082	인형제조권 구매	Purchase T-Doll Contract	Purchase T-Doll Contract	Purchase T-Doll Contract	購買人形製造契約
QUEST_2_4083	쾌속제조권 구매	Purchase Quick Production	Purchase Quick Production	Purchase Quick Production	購買快速製造契約
QUEST_2_4084	장비제조권 구매	Purchase Equip Contract	Purchase Equip Contract	Purchase Equip Contract	購買裝備製造契約
QUEST_2_4085	원시 데이터로 정보분석	Intelligence Analysis with Original Sample	Intelligence Analysis with Original Sample	Intelligence Analysis with Original Sample	情報解析原始樣本
QUEST_2_4086	순정 데이터로 정보분석	Intelligence Analysis with Pure Sample	Intelligence Analysis with Pure Sample	Intelligence Analysis with Pure Sample	情報解析純淨樣本
QUEST_2_4087	정보분석	Intelligence Analysis	Intelligence Analysis	Intelligence Analysis	情報解析
QUEST_2_4088	핵심 데이터 획득	Acquire Central Data	Acquire Central Data	Acquire Central Data	獲得數據晶片
QUEST_2_4089	4성 칩셋 획득	Acquire 4-Star Chip	Acquire 4-Star Chip	Acquire 4-Star Chip	獲得4星晶片
QUEST_2_4090	5성 칩셋 획득	Acquire 5-Star Chip	Acquire 5-Star Chip	Acquire 5-Star Chip	獲得5星晶片
QUEST_2_4091	중장비부대 레벨업	Level Up HOC	Level Up HOC	Level Up HOC	重裝設備升級
QUEST_2_4092	중장비부대 강화	Enhance HOC	Enhance HOC	Enhance HOC	重裝部隊升級
QUEST_2_4093	중장비부대 훈련	EXP or Skill Train HOC	EXP or Skill Train HOC	EXP or Skill Train HOC	經驗訓練或技能訓練重裝部隊
QUEST_2_4094	중장비부대 승진	Promote HOC	Promote HOC	Promote HOC	晉升重裝部隊
QUEST_2_4095	중장비부대 버전업	Iterate HOC	Iterate HOC	Iterate HOC	迭代重裝
QUEST_2_4096	칩셋 강화	Enhance Chip	Enhance Chip	Enhance Chip	強化晶片
QUEST_2_4097	모의작전점수 구매	Purchase Sim Energy	Purchase Sim Energy	Purchase Sim Energy	購買基礎動能
QUEST_2_4098	구매토큰 구매	Purchase Token	Purchase Token	Purchase Token	購買採購幣
QUEST_2_4099	쾌속훈련권 구매	Purchase Quick Training	Purchase Quick Training	Purchase Quick Training	購買快速訓練契約
QUEST_2_4100	동물 분양	Acquire Pet	Acquire Pet	Acquire Pet	獲得 寵物
QUEST_2_4101	운명의 만남이네요 - M1911	Acquire M1911	Acquire M1911	Acquire M1911	獲得 M1911
QUEST_2_4102	있는 힘껏 노력할게요! - MP40	Acquire MP40	Acquire MP40	Acquire MP40	獲得 MP40
QUEST_2_4103	만나게 돼서... 기쁘네요 - PPK	Acquire PPK	Acquire PPK	Acquire PPK	獲得 PPK
QUEST_2_4104	IDW다냐! - IDW	IDW哒喵	IDW DA NYA	IDWだにゃ	IDW打喵
QUEST_2_4105	교정권 획득	Gather Calibration Ticket	Gather Calibration Ticket	Gather Calibration Ticket	獲得校準點券
QUEST_2_4106	구매토큰 소모	Spend Token	Spend Token	Spend Token	使用採購幣
QUEST_2_4107	5성 인형 제조	Produce 5-Star T-Doll	Produce 5-Star T-Doll	Produce 5-Star T-Doll	造出5星人形
QUEST_2_4108	5성 장비 제조	Produce 5-Star Equip	Produce 5-Star Equip	Produce 5-Star Equip	造出5星裝備
QUEST_2_4109	장비해체	Dismantle Equip	Dismantle Equip	Dismantle Equip	拆解裝備
QUEST_2_4110	공유전지 획득	Collect Battery	Collect Battery	Collect Battery	獲得好友電池
QUEST_2_4111	요정교정	Calibrate Fairy	Calibrate Fairy	Calibrate Fairy	校準妖精
QUEST_2_4112	요정강화	Enhance Fairy	Enhance Fairy	Enhance Fairy	妖精強化
QUEST_2_4113	보석 획득	Acquire Gem	Acquire Gem	Acquire Gem	獲得鑽石
QUEST_2_4114	정보임무 달성	Complete Intelligence Mission	Complete Intelligence Mission	Complete Intelligence Mission	完成情報任務
QUEST_2_4115	쾌속분석권 소모	Spend Quick Analysis	Spend Quick Analysis	Spend Quick Analysis	使用快速分析卷
QUEST_2_4116	[BGM-71] 핵심 데이터 획득	Acquire [BGM-71] Central Data	Acquire [BGM-71] Central Data	Acquire [BGM-71] Central Data	獲得 [BGM-71] 中樞數據
QUEST_2_4117	[2B14] 핵심 데이터 획득	Acquire [2B14] Central Data	Acquire [2B14] Central Data	Acquire [2B14] Central Data	獲得 [2B14] 中樞數據
QUEST_2_4118	[AGS-30] 핵심 데이터 획득	Acquire [AGS-30] Central Data	Acquire [AGS-30] Central Data	Acquire [AGS-30] Central Data	獲得 [AGS-30] 中樞數據
QUEST_2_4119	원시 데이터 획득	Acquire Original Sample	Acquire Original Sample	Acquire Original Sample	獲得原始樣本
QUEST_2_4120	순정 데이터 획득	Acquire Pure Sample	Acquire Pure Sample	Acquire Pure Sample	獲得純淨樣本
QUEST_2_4121	작전보고서 작성	Produce Combat Report	Produce Combat Report	Produce Combat Report	撰寫作戰報告書
QUEST_2_4122	탐색 보내기	Exploration	Exploration	Exploration	探索
QUEST_2_4123	일반회수	일반회수	일반회수	일반회수	超導脈衝
QUEST_2_4124	협력회수	협력회수	협력회수	협력회수	協力委託書
QUEST_2_4125	혼합훈련	Coalition Drill	Coalition Drill	Coalition Drill	融合演習
QUEST_2_4126	방어구사특훈	방어구사특훈	방어구사특훈	방어구사특훈	防衛構思集訓
QUEST_2_4127	개발교정훈련	개발교정훈련	개발교정훈련	개발교정훈련	開發調節操練
QUEST_2_4128	해석연산연습	해석연산연습	해석연산연습	해석연산연습	解密算法練習
// Voice Notification	ko-KR	zh-CN	en-US	ja-JP	zh-TW
connect	연결되었습니다	连接成功	Connected	接続しました	連接成功
complete_operation	군수지원이 완료되었습니다	完成了后勤支援	Logistic Support Ended	後方支援が完了しました	後勤支援完成
complete_auto_mission	자율작전이 완료되었습니다	自律作战梯队回来了	Auto Battle Ended	自律作戦から帰還しました	自律作戰完成
complete_develop_gun	인형제조가 완료되었습니다	完成了人形制造	T Doll production Ended	人形製造が完了しました	人形製造完成
complete_develop_equip	장비제조가 완료되었습니다	完成了装备制造	Equipment production Ended	装備製造が完了しました	裝備製造完成
complete_skill_train	스킬훈련이 완료되었습니다	完成了技能训练	Skill Training Ended	スキル訓練が完了しました	技能訓練完成
complete_exp_train	경험훈련이 완료되었습니다	完成了经验训练	Experience Training Ended	経験値訓練が完了しました	經驗訓練完成
complete_fix	수복이 완료되었습니다	完成了人形修复	Repair Ended	人形修復が完了しました	人形修復完成
complete_data_analysis	정보분석이 완료되었습니다	完成了情报解析	Data Analysis Ended	データ解析が完了しました	情報解析完成
complete_explore	탐색 제대가 귀환했습니다	搜索梯队回来了	Exploration Ended	探索部隊が帰還しました	搜索梯隊回歸
complete_combat_report	작전보고서 작성이 완료되었습니다	完成了作战报告书的制作	Combat Report production Ended	作戦報告書の作成が完了しました	作戰報告書的製作完成
start_operation	군수지원을 시작합니다			作戦を開始します	作戰開始
start_auto_mission	자율작전을 시작합니다			自律作戦部隊が出撃しました	自律作戰部隊出擊
gun_max_level	인형이 최대 레벨에 도달했습니다	人形的等级达到了最大等级	T Doll reached maximum level	人形が最大レベルに達しました	人形等級達到了最大等級
gun_need_expand	인형 편제확대가 필요합니다	需要编制扩大	T Doll requires Dummy Link	編成拡大が必要です	需要編制擴大
gun_wounded	인형 체력이 위험수준입니다	人形的体力处于危险水平	T Doll critically damaged	人形の修復が必要です	人形已重創
fairy_max_level	요정이 최대 레벨에 도달했습니다			妖精が最大レベルに達しました	妖精等級達到最大值
sangvis_max_level	혼합세력이 최대 레벨에 도달했습니다			融合部隊が最大レベルに達しました	融合勢力等級達到最大值
sangvis_wounded	혼합세력 체력이 위험수준입니다			融合部隊の修復が必要です	融合勢力需要修復
mission_get_gun	인형을 획득했습니다	获得人形	T Doll rescued	人形を獲得しました	獲得人形
mission_get_equip	장비를 획득했습니다	获得装备	Equipment obtained	装備を獲得しました	獲得裝備
mission_move_finish	제대이동이 완료되었습니다	完成了梯队移动	Planning Mode Ended	移動が完了しました	完成了梯隊移動
mission_win	전역 승리했습니다	作战胜利	Mission Success	戦闘に勝利しました	作戰勝利
reach_max_sim_energy	모의작전점수가 상한에 도달했습니다	模拟作战体力达到了上限	Combat Simulation Energy reached limit	APが上限に達しました	模擬作戰體力達到了上限
reach_max_gun	인형 인원이 상한에 도달했습니다	人形数量达到了上限	T Doll Capacity reached limit	人形数が上限に達しました	人形數量達到了上限
reach_max_equip	장비 갯수가 상한에 도달했습니다	装备数量达到了上限	Equipment Depot reached limit	装備数が上限に達しました	裝備數量達到了上限
reach_max_fairy	요정 갯수가 상한에 도달했습니다			妖精数が上限に達しました	妖精數量達到了上限
reach_max_global_exp	자유경험치가 상한에 도달했습니다	全局经验值达到了上限	Surplus Experience reached limit	トータル経験値が上限に達しました	全域經驗值達到了上限
reach_max_sangvis_point	혼합훈련점수가 상한에 도달했습니다			EPが上限に達しました	基礎勢能達到上限
reach_max_sangvis	혼합세력 인원이 상한에 도달했습니다			融合勢力が上限に達しました	融合勢力倉庫已達到上限
reach_max_sangvis_pulse	전자기펄스가 상한에 도달했습니다			電子パルスが上限に達しました	電子脈衝已達到儲存上限
reach_max_supply_box	보급상자가 상한에 도달했습니다			デイリーアイテムの取得数が上限に達しました	每日物資箱/代幣已達到獲取上限
ready_sangvis_rescan	목표재수색이 준비되었습니다			融合地区の再スキャンが可能です	融合地區可重新掃描
achieve_mission	일간임무: 전역승리 임무 달성	完成了作战胜利任务	Daily quest: Mission Success Completed	ステージクリアのデイリー任務を達成しました	每日任務: 通關任意關卡 完成
achieve_develop_gun	일간임무: 인형제조 임무 달성	完成了人形制造任务	Daily quest: T Doll Production Completed	人形製造のデイリー任務を達成しました	每日任務: 戰術少女製造 完成
achieve_operation	일간임무: 군수지원 임무 달성	完成了后勤支援任务	Daily quest: Logistic Support Completed	後方支援のデイリー任務を達成しました	每日任務: 後勤支援 完成
achieve_eat_gun	일간임무: 인형강화 임무 달성	完成了强化人形任务	Daily quest: T Doll Enhancement Completed	人形強化のデイリー任務を達成しました	每日任務: 戰術少女強化 完成
achieve_fix	일간임무: 수복 임무 달성	完成了人形修复任务	Daily quest: Repair Completed	人形修復のデイリー任務を達成しました	每日任務: 戰術少女修復 完成
achieve_combat_exercise	일간임무: 모의작전 임무 달성	完成了模拟作战任务	Daily quest: Combat Simulation Completed	模擬作戦のデイリー任務を達成しました	每日任務: 模擬作戰 完成
achieve_develop_equip	일간임무: 장비제조 임무 달성	完成了装备制造任务	Daily quest: Equipment Production Completed	装備製造のデイリー任務を達成しました	每日任務: 裝備製造 完成
achieve_eat_equip	일간임무: 장비강화 임무 달성	完成了装备强化任务	Daily quest: Equipment Enhancement Completed	装備強化のデイリー任務を達成しました	每日任務: 裝備強化 完成
achieve_get_battery	일간임무: 공유전지 획득 임무 달성	完成了共用电池任务	Daily quest: Battery Collection Completed	バッテリー獲得のデイリー任務を達成しました	每日任務: 獲得共用電池 完成
achieve_like_friend	일간임무: 친구칭찬 임무 달성			戦友いいねのデイリー任務を達成しました	每日任務: 點讚好友宿舍 完成
achieve_data_analysis	일간임무: 정보분석 임무 달성	完成了情报解析任务	Daily quest: Intelligence Analysis Completed	情報解析のデイリー任務を達成しました	每日任務: 情報解析 完成
achieve_sangvis_exercise	일간임무: 혼합훈련 임무 달성			バッテリー獲得のデイリー任務を達成しました	每日任務: 融合演習 完成
achieve_weekly_kill_unit	주간임무: 일반유닛 처치 임무 달성			一般ユニット撃破のウィークリー任務を達成しました	每周任務: 消滅普通單位 完成
achieve_weekly_kill_boss	주간임무: 보스 처치 임무 달성	完成了消灭BOSS的周常任务	Weekly quest: Eliminate Boss Completed	ボス撃破のウィークリー任務を達成しました	每周任務: 消滅Boss 完成
achieve_weekly_operation	주간임무: 군수지원 임무 달성	完成了后勤支援的周常任务	Weekly quest: Logistic Support Completed	後方支援のウィークリー任務を達成しました	每周任務: 後勤支援 完成
achieve_weekly_s_battle	주간임무: S랭크 승리 임무 달성	完成了以S评价完成战斗的周常任务	Weekly quest: S rank battles Completed	S評価戦闘のウィークリー任務を達成しました	每周任務: 以S評價完成戰鬥 完成
achieve_weekly_eat_gun	주간임무: 인형강화 임무 달성	完成了人形强化的周常任务	Weekly quest: T Doll Enhancement Completed	人形強化のウィークリー任務を達成しました	每周任務: 戰術少女強化 完成
achieve_weekly_develop_gun	주간임무: 인형제조 임무 달성	完成了人形制造的周常任务	Weekly quest: T Doll Production Completed	人形製造のウィークリー任務を達成しました	每周任務: 戰術少女製造 完成
achieve_weekly_skill_train	주간임무: 스킬훈련 임무 달성	完成了技能训练的周常任务	Weekly quest: Skill Training Completed	スキル訓練のウィークリー任務を達成しました	每周任務: 技能訓練 完成
achieve_weekly_combat_exercise	주간임무: 모의작전 임무 달성	完成了模拟作战的周常任务	Weekly quest: Combat Simulation Completed	模擬作戦のウィークリー任務を達成しました	每周任務: 模擬作戰 完成
achieve_weekly_develop_equip	주간임무: 장비제조 임무 달성	完成了装备制造的周常任务	Weekly quest: Equipment Production completed	装備製造のウィークリー任務を達成しました	每周任務: 裝備製造 完成
achieve_weekly_kill_armor_unit	주간임무: 장갑유닛 처치 임무 달성			装甲ユニット撃破のウィークリー任務を達成しました	每周任務: 消滅裝甲單位 完成
achieve_weekly_develop_heavy_gun	주간임무: 중형인형제조 임무 달성	完成了人形重型制造的周常任务	Weekly quest: T Doll Heavy Production Completed	大型人形製造のウィークリー任務を達成しました	每周任務: 人形重型製造 完成
achieve_weekly_adjust_equip	주간임무: 장비교정 임무 달성	完成了装备校准的周常任务	Weekly quest: Equipment Calibration Completed	装備校正のウィークリー任務を達成しました	每周任務: 裝備校準 完成
achieve_weekly_eat_equip	주간임무: 장비강화 임무 달성	完成了装备强化的周常任务	Weekly quest: Equipment Enhancement Completed	装備強化のウィークリー任務を達成しました	每周任務: 裝備強化 完成
achieve_weekly_develop_heavy_equip	주간임무: 중형장비제조 임무 달성	完成了装备重型制造的周常任务	Weekly quest: Equipment Heavy Production Completed	大型装備製造のウィークリー任務を達成しました	每周任務: 裝備重型製造 完成
achieve_weekly_eat_fairy	주간임무: 요정강화 임무 달성	完成了妖精强化的周常任务	Weekly quest: Fairy Enhancement Completed	妖精強化のウィークリー任務を達成しました	每周任務: 妖精強化 完成
achieve_weekly_data_analysis	주간임무: 정보분석 임무 달성	完成了情报解析的周常任务	Weekly quest: Intelligence Analysis Completed	データ解析のウィークリー任務を達成しました	每周任務: 情報解析 完成
achieve_weekly_eat_chip	주간임무: 칩셋강화 임무 달성	完成了芯片强化的周常任务	Weekly quest: Chip Enhancement Completed	チップセット強化のウィークリー任務を達成しました	每周任務: 強化消耗晶片 完成
achieve_weekly_research_quest	주간임무: 정보임무 완료 임무 달성			解析任務のウィークリー任務を達成しました	每周任務: 情報任務 完成
achieve_weekly_retire_gun	주간임무: 인형해체 임무 달성			人形解体のウィークリー任務を達成しました	每周任務: 拆除人形 完成
achieve_weekly_explore	주간임무: 탐색 임무 달성			前線探索のウィークリー任務を達成しました	每周任務: 前進營地探索 完成
achieve_weekly_capture_sangvis_pulse	주간임무: 일반회수 임무 달성			融合捕獲のウィークリー任務を達成しました	每周任務: 收歸行動常規回收 完成
achieve_weekly_sangvis_exercise	주간임무: 혼합훈련 임무 달성			融合演習のウィークリー任務をたっせいしました	每周任務: 融合演習 完成
achieve_research_mission	정보임무: 아무 전역승리 임무 달성	完成了完成任何作战的情报任务	Intelligence quest: Win Any Map Completed	ステージクリアのリサーチ任務を達成しました	情報任務: 完成任何作戰 完成
achieve_research_kill	정보임무: 아무 적 처치 임무 달성	完成了消灭任何敌人的情报任务	Intelligence quest: Eliminate Any Enemies Completed	ノーマル人形鉄血兵のリサーチ任務を達成しました	情報任務: 消滅任何敵人 完成
achieve_research_mission_46	정보임무: 전역 4 대시 6 승리 임무 달성	完成了通过普通4点6的情报任务	Intelligence quest: Win 4 dash 6 Operation Completed	4-6クリアのリサーチ任務を達成しました	情報任務: 通關普通4-6 完成
achieve_research_mission_56	정보임무: 전역 5 대시 6 승리 임무 달성	完成了通过普通5点6的情报任务	Intelligence quest: Win 5 dash 6 Operation Completed	5-6クリアのリサーチ任務を達成しました	情報任務: 通關普通5-6 完成
achieve_research_mission_66	정보임무: 전역 6 대시 6 승리 임무 달성	完成了通过普通6点6的情报任务	Intelligence quest: Win 6 dash 6 Operation Completed	6-6クリアのリサーチ任務を達成しました	情報任務: 通關普通6-6 完成
achieve_research_mission_76	정보임무: 전역 7 대시 6 승리 임무 달성	完成了通过普通7点6的情报任务	Intelligence quest: Win 7 dash 6 Operation Completed	7-6クリアのリサーチ任務を達成しました	情報任務: 通關普通7-6 完成
achieve_research_kill_boss	정보임무: 보스 처치 임무 달성	完成了消灭BOSS的情报任务	Intelligence quest: Eliminate Boss Completed	ボス撃破のリサーチ任務を達成しました	情報任務: 消滅Boss 完成
achieve_research_kill_armor_unit	정보임무: 장갑유닛 처치 임무 달성			装甲敵撃破のリサーチ任務を達成しました	情報任務: 消滅裝甲單位 完成
achieve_research_kill_unit	정보임무: 일반유닛 처치 임무 달성			任意敵撃破のリサーチ任務を達成しました	情報任務: 消滅普通單位 完成
achieve_research_mission_normal	정보임무: 일반 전역승리 임무 달성	完成了通过普通战役的情报任务	Intelligence quest: Win Normal Operation Completed	通常ステージクリアのリサーチ任務を達成しました	情報任務: 普通關卡勝利 完成
achieve_research_mission_emergency	정보임무: 긴급 전역승리 임무 달성	完成了通过紧急战役的情报任务	Intelligence quest: Win Emergency Operation Completed	緊急ステージクリアのリサーチ任務を達成しました	情報任務: 緊急關卡勝利 完成
achieve_research_mission_night	정보임무: 야간 전역승리 임무 달성	完成了通过夜战战役的情报任务	Intelligence quest: Win Night Operation Completed	夜戦ステージクリアのリサーチ任務を達成しました	情報任務: 夜戰關卡勝利 完成
achieve_bingo_mission_normal	빙고임무: 일반 전역승리 임무 달성				密鑰任務: 普通關卡勝利 完成
achieve_bingo_mission_night	빙고임무: 야간 전역승리 임무 달성				密鑰任務: 夜戰關卡勝利 完成
achieve_bingo_mission_emergency	빙고임무: 긴급 전역승리 임무 달성				密鑰任務: 緊急關卡勝利 完成
achieve_bingo_rescue_gun	빙고임무: 인형구조 임무 달성				密鑰任務: 人形救援 完成
achieve_bingo_eat_gun	빙고임무: 인형강화 임무 달성				密鑰任務: 人形強化 完成
achieve_bingo_eat_equip	빙고임무: 장비강화 임무 달성				密鑰任務: 裝備強化 完成
achieve_bingo_use_iop_contract	빙고임무: 인형제조권 소모 임무 달성				密鑰任務: 消耗人形製造契約 完成
achieve_bingo_use_equip_contract	빙고임무: 장비제조권 소모 임무 달성				密鑰任務: 消耗裝備製造契約 完成
achieve_bingo_use_quick_develop	빙고임무: 쾌속제조권 소모 임무 달성				密鑰任務: 消耗快速製造契約 完成
achieve_bingo_use_quick_reinforce	빙고임무: 쾌속수복권 소모 임무 달성				密鑰任務: 消耗快速修復契約 完成
achieve_bingo_use_mp	빙고임무: 인력 소모 임무 달성				密鑰任務: 消耗人力任務 完成
achieve_bingo_use_ammo	빙고임무: 탄약 소모 임무 달성				密鑰任務: 消耗彈藥任務 完成
achieve_bingo_use_mre	빙고임무: 식량 소모 임무 달성				密鑰任務: 消耗口糧任務 完成
achieve_bingo_use_part	빙고임무: 부품 소모 임무 달성				密鑰任務: 消耗零件任務 完成
achieve_bingo_get_battery	빙고임무: 공유전지 획득 임무 달성				密鑰任務: 獲得電池任務 完成
achieve_bingo_get_heart	빙고임무: 하트 수집 임무 달성				密鑰任務: 獲得愛心任務 完成
achieve_bingo_use_friend_team	빙고임무: 지원제대 호출 임무 달성				密鑰任務: 好友支援梯隊任務 完成
achieve_bingo_get_hg	빙고임무: 권총 인형 획득 임무 달성				密鑰任務: 獲得手槍任務 完成
achieve_bingo_get_smg	빙고임무: 기관단총 인형 획득 임무 달성				密鑰任務: 獲得衝鋒槍任務 完成
achieve_bingo_get_ar	빙고임무: 돌격소총 인형 획득 임무 달성				密鑰任務: 獲得突擊步槍任務 完成
achieve_bingo_get_mg	빙고임무: 기관총 인형 획득 임무 달성				密鑰任務: 獲得機槍任務 完成
achieve_bingo_get_rf	빙고임무: 소총 인형 획득 임무 달성				密鑰任務: 獲得步槍任務 完成
achieve_bingo_get_fittings	빙고임무: 부속 종류 장비 획득 임무 달성				密鑰任務: 獲得配件任務 完成
achieve_bingo_get_magazine	빙고임무: 탄약 종류 장비 획득 임무 달성				密鑰任務: 獲得彈匣任務 完成
achieve_bingo_get_equipment	빙고임무: 인형 종류 장비 획득 임무 달성				密鑰任務: 獲得人形裝備任務 完成
achieve_bingo_develop_heavy_gun	빙고임무: 중형인형제조 임무 달성				密鑰任務: 人形重造任務 完成
achieve_bingo_develop_heavy_equip	빙고임무: 중형장비제조 임무 달성				密鑰任務: 裝備重造任務 完成
achieve_bingo_operation_quick_develop	빙고임무: 군수에서 쾌속제조권 획득 임무 달성				密鑰任務: 透過後勤支援獲得快速製造契約任務 完成
achieve_bingo_operation_quick_reinforce	빙고임무: 군수에서 쾌속수복권 획득 임무 달성				密鑰任務: 透過後勤支援獲得快速修復契約任務 完成
achieve_bingo_operation_equip_contract	빙고임무: 군수에서 장비제조권 획득 임무 달성				密鑰任務: 透過後勤支援獲得裝備製造契約任務 完成
achieve_bingo_operation_iop_contract	빙고임무: 군수에서 인형제조권 획득 임무 달성				密鑰任務: 透過後勤支援獲得人形製造契約任務 完成
achieve_bingo_kill_boss	빙고임무: 보스 처치 임무 달성				密鑰任務: 消滅BOSS任務 完成
achieve_bingo_kill_armor_mech	빙고임무: 장갑기계 처치 임무 달성				密鑰任務: 消滅裝甲機械單位任務 完成
achieve_bingo_kill_mech	빙고임무: 철혈기계 처치 임무 달성				密鑰任務: 消滅普通機械鐵血兵 完成
achieve_bingo_kill_doll	빙고임무: 철혈인형 처치 임무 달성				密鑰任務: 消滅普通人形鐵血兵 完成
achieve_bingo_operation_duration	빙고임무: 군수지원 시간 임무 달성				密鑰任務: 累積後勤支援時間 完成
achieve_bingo_use_voucher	빙고임무: 교정권 소모 임무 달성				密鑰任務: 消耗校準點卷 完成
achieve_bingo_combat_exercise	빙고임무: 모의작전 임무 달성				密鑰任務: 模擬作戰 完成
achieve_bingo_skill_train	빙고임무: 스킬훈련 임무 달성				密鑰任務: 技能訓練 完成
achieve_bingo_s_battle	빙고임무: S랭크 전투 임무 달성				密鑰任務: 以S評價完成戰鬥 完成
achieve_bingo_auto_mission	빙고임무: 자율작전 임무 달성				密鑰任務: 自律作戰 完成
achieve_bingo_get_lollipop	빙고임무: 막대사탕 획득 임무 달성				密鑰任務: 獲得波板糖 完成
achieve_bingo_get_icecream	빙고임무: 소프트 콘 획득 임무 달성				密鑰任務: 獲得脆皮甜筒 完成
achieve_bingo_chat_friend	빙고임무: 친구채팅 임무 달성				密鑰任務: 問候好友 完成
achieve_bingo_like_friend	빙고임무: 친구칭찬 임무 달성				密鑰任務: 點讚好友宿舍 完成
achieve_bingo_request_friend	빙고임무: 친구신청 임무 달성				密鑰任務: 申請好友 完成
achieve_bingo_give_gift	빙고임무: 선물주기 임무 달성				密鑰任務: 贈送禮物 完成
achieve_bingo_use_battery	빙고임무: 전지 소모 임무 달성				密鑰任務: 消耗電池 完成
achieve_bingo_get_core	빙고임무: 코어 획득 임무 달성				密鑰任務: 獲得核心 完成
achieve_bingo_defense_drill	빙고임무: 방어훈련 임무 달성				密鑰任務: 防禦演習 完成
achieve_bingo_login	빙고임무: 로그인 임무 달성				密鑰任務: 登入 完成
achieve_bingo_fix	빙고임무: 수복 임무 달성				密鑰任務: 修復 完成
achieve_bingo_levelup_gun	빙고임무: 인형 레벨상승 임무 달성				密鑰任務: 人形升級 完成
achieve_bingo_adjust_equip	빙고임무: 장비교정 임무 달성				密鑰任務: 裝備校正 完成
achieve_bingo_retire_gun	빙고임무: 인형해체 임무 달성				密鑰任務: 拆除人形 完成
achieve_bingo_use_core	빙고임무: 코어 소모 임무 달성				密鑰任務: 消耗核心 完成
achieve_bingo_use_coin1	빙고임무: 초급훈련자료 소모 임무 달성				密鑰任務: 消耗初級訓練資料 完成
achieve_bingo_use_coin2	빙고임무: 중급훈련자료 소모 임무 달성				密鑰任務: 消耗中級訓練資料 完成
achieve_bingo_use_coin3	빙고임무: 고급훈련자료 소모 임무 달성				密鑰任務: 消耗高級訓練資料 完成
achieve_bingo_use_capsure	빙고임무: 강화캡슐 소모 임무 달성				密鑰任務: 消耗增幅膠囊 完成
